,ccode,cname,ccode_qog,cname_qog,ccodealp,version,bmr_dem,bmr_dembr,bmr_demdur,bmr_demfsuf,bmr_demtran,egov_egov,egov_epar,egov_hci,egov_osi,egov_tii,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_ppp,fh_pr,fh_rol,fh_status,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gendip_afr,gendip_afrp,gendip_afs,gendip_afsp,gendip_mar,gendip_mas,gendip_mfr,gendip_mfrp,gendip_mfs,gendip_mfsp,gendip_nar,gendip_nas,gendip_nfr,gendip_nfs,gendip_nfsp,gendip_rec,gendip_send,ht_colonial,ht_region,ipu_l_s,ipu_l_sw,ipu_l_w,jht_ccc,jht_ccd,nrmi_nrpi,une_oaepe,une_oeace,une_oeals,une_oeapsnt,une_oeaus,une_tdurce,une_tdurls,une_tdurpsnt,une_tdurused,wbgi_pve,wbgi_pvn,wbgi_pvs,wbgi_vae,wbgi_van,wbgi_vas,wdi_acel,wdi_acelu,wdi_agedr,wdi_area,wdi_birth,wdi_death,wdi_forest,wdi_migration,wdi_mobile,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_popurb,wdi_popurbagr,wdi_tele,wdi_wip,target_death,target_case
143,643,Russian Federation (the),643,Russia,RUS,QoGStdCSjan23,0,1,21,0,0,0.82440001,0.86900002,0.88330001,0.81760001,0.7723,3,6,0,3,2,7,3,7,2,3,24,25,34,83,3,11,8,4.0,2.0,126,138.0,11,9,1.0,1.0,5,42.0,0,3.0,7.0,131,180.0,0,1,450.0,15.80000019073486,71.0,3127347.0,56271.0,52.89496612548828,7.0,7.0,11.0,18.0,16.0,4.0,5.0,1.0,2.0,-0.55738443,8,0.22715022,-1.1177778,12,0.12170824,100.0,100.0,48.29718017578125,16376870.0,10.10000038146973,12.30000019073486,49.78433609008789,333509.0,164.3876342773438,144406256.0,17.66083526611328,67.43216705322266,14.90699863433838,8.817695617675781,53.55012130737305,-0.0495686642825603,25.41300010681152,74.58699798583984,0.1571149826049805,18.97148132324219,15.77777767181396,0.00038967148348475984,0.021656589448590096
144,646,Rwanda,646,Rwanda,RWA,QoGStdCSjan23,0,0,58,0,0,0.47889999,0.63099998,0.52609998,0.61760002,0.2931,2,6,2,3,4,7,2,6,2,3,22,23,34,79,3,15,24,15.0,29.0,26,21.0,7,27,8.0,38.0,37,31.0,8,7.0,23.0,63,52.0,8,4,80.0,61.29999923706055,49.0,8383.0,92.0,51.45590972900391,7.0,7.0,13.0,19.0,16.0,6.0,3.0,2.0,3.0,0.064239681,5,0.24747567,-1.0977976,11,0.12668815,40.36860656738281,87.97874450683594,74.85999298095703,24670.0,30.77599906921387,6.13700008392334,11.14714241027832,-11823.0,75.25147247314453,12835028.0,39.75706481933594,57.18861389160156,3.0543212890625,520.2686767578125,51.17975616455078,2.390794277191162,82.68699645996094,17.3129997253418,2.981693506240845,0.0887648984789848,61.25,7.1678846357016125e-06,0.0006531345315335502
146,662,Saint Lucia,662,St Lucia,LCA,QoGStdCSjan23,1,0,41,1,0,0.54439998,0.39289999,0.72049999,0.38240001,0.5302,12,1,11,15,11,14,16,1,13,1,4,3,10,17,1,8,21,2.0,29.0,6,6.0,1,17,2.0,33.0,32,1.0,7,0.0,0.0,38,7.0,5,10,18.0,16.70000076293945,3.0,353.0,5.0,59.58417129516602,5.0,5.0,12.0,17.0,15.0,7.0,3.0,2.0,2.0,0.91326857,4,0.27849552,0.90011472,2,0.20411859,99.50218200683594,97.21565246582033,38.18577194213867,610.0,11.83399963378906,8.067999839782715,34.04917907714844,0.0,82.75703430175781,178583.0,18.90600204467773,72.36642456054688,8.727569580078125,292.7590026855469,50.39729309082031,0.3899340331554413,81.24600219726562,18.75399971008301,0.7944043874740601,19.19611549377441,16.66666603088379,2.79981857175655e-05,0.0019766719116601243
148,674,San Marino,674,San Marino,SMR,QoGStdCSjan23,1,0,75,1,0,0.61750001,0.30950001,0.75489998,0.28240001,0.81529999,12,1,12,15,11,15,15,1,15,1,7,4,6,17,1,21,29,20.0,35.0,1,38.0,0,0,12.0,32.0,72,19.0,21,8.0,42.0,73,57.0,0,5,60.0,25.0,15.0,2333.0,59.0,0.0,6.0,6.0,11.0,0.0,14.0,5.0,3.0,0.0,5.0,0.89844745,2,0.39208743,1.163754,1,0.23237503,100.0,100.0,49.39896011352539,60.0,6.699999809265137,7.199999809265137,16.66666603088379,148.0,113.3770294189453,34178.0,13.68151569366455,66.93585205078125,19.38263511657715,569.6333618164062,51.28152465820313,0.0643896162509918,2.631999969482422,97.36799621582033,0.2075594514608383,46.81373977661133,25.0,0.0017262566563286325,0.06826028439346948
149,678,Sao Tome and Principe,678,Sao Tome and Principe,STP,QoGStdCSjan23,1,0,29,1,0,0.40740001,0.2024,0.67360002,0.2471,0.30149999,11,2,11,15,9,11,15,2,12,1,13,4,11,28,1,10,29,1.0,25.0,4,3.0,0,0,1.0,33.0,30,1.0,10,0.0,0.0,34,4.0,7,4,55.0,14.60000038146973,8.0,1014.0,17.0,100.0,6.0,6.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,0.51391,4,0.25413197,0.37080061,7,0.1474389,74.96720123291016,77.44280242919922,81.50125122070312,960.0,28.91699981689453,5.875999927520752,54.70833206176758,-1718.0,77.24220275878906,214599.0,41.12973403930664,55.09601593017578,3.774248600006104,223.5406188964844,50.08224487304688,1.528403282165527,26.40200042724609,73.5979995727539,2.614595174789429,2.229274034500122,14.54545497894287,7.92175173230071e-05,0.004725091915619365
150,682,Saudi Arabia,682,Saudi Arabia,SAU,QoGStdCSjan23,0,0,94,0,0,0.79909998,0.71429998,0.86479998,0.6882,0.84420002,0,7,0,2,1,2,0,7,2,3,25,29,32,86,3,2,2,1.0,1.0,77,91.0,0,0,1.0,1.0,11,19.0,2,0.0,0.0,88,110.0,0,3,151.0,19.89999961853027,30.0,362741.0,6223.0,28.01004791259766,6.0,6.0,12.0,18.0,15.0,6.0,3.0,1.5,3.0,-0.60589075,8,0.21345171,-1.6596333,10,0.12679663,100.0,100.0,39.42538452148438,2149690.0,18.45100021362305,2.655999898910522,0.4544841349124908,241172.0,115.2711944580078,35827360.0,25.9859733581543,71.72295379638672,2.291075706481934,16.66629219055176,41.84308242797852,2.284589052200317,15.9350004196167,84.06500244140625,2.547828912734985,15.0108118057251,19.86754989624023,0.0001736940706767119,0.010124692413842382
151,686,Senegal,686,Senegal,SEN,QoGStdCSjan23,1,0,20,1,0,0.421,0.44049999,0.33320001,0.4941,0.43579999,9,3,9,13,8,11,12,3,9,2,14,18,15,47,2,16,27,24.0,23.0,43,46.0,11,26,12.0,26.0,17,59.0,5,12.0,20.0,60,105.0,6,4,165.0,41.79999923706055,69.0,19140.0,410.0,100.0,6.0,6.0,12.0,19.0,16.0,6.0,4.0,1.0,3.0,0.04654783,7,0.23301464,0.23481765,14,0.11776678,70.4000015258789,95.1999969482422,83.50659942626953,192530.0,33.47000122070313,5.408999919891357,42.11374664306641,-19973.0,111.7482604980469,16000781.0,42.33367538452148,54.49394989013672,3.172373056411743,83.10798645019531,50.87353515625,2.697631120681763,52.34700012207031,47.65299987792969,3.669749736785889,1.297386646270752,41.81818008422852,2.5623749240740185e-05,0.001196191610896993
152,688,Serbia,688,Serbia,SRB,QoGStdCSjan23,1,0,14,1,0,0.74739999,0.82139999,0.82800001,0.79409999,0.62,10,3,8,12,5,12,10,4,9,2,13,15,21,49,2,21,24,24.0,14.0,65,62.0,11,17,13.0,21.0,22,104.0,10,11.0,11.0,87,166.0,0,1,247.0,37.70000076293945,93.0,337923.0,3211.0,50.31764602661133,7.0,7.0,11.0,19.0,15.0,4.0,4.0,2.0,4.0,-0.065950118,7,0.23301464,-0.046214577,11,0.12182092,99.8000030517578,99.90000152587892,52.91646575927734,87460.0,9.300000190734863,14.60000038146973,31.12531471252441,489.0,122.0477447509766,6945235.0,14.06339263916016,65.39517974853516,20.54142761230469,79.41041564941406,52.04787063598633,-0.5366100072860718,43.7400016784668,56.2599983215332,-0.2375490814447403,37.0362548828125,37.65182113647461,0.00046233136819704443,0.04865537307232944
154,694,Sierra Leone,694,Sierra Leone,SLE,QoGStdCSjan23,1,1,18,1,0,0.2931,0.39289999,0.31439999,0.30590001,0.259,6,3,10,12,7,10,11,3,9,2,16,18,20,54,2,10,28,0.0,0.0,7,8.0,2,29,0.0,0.0,29,17.0,8,0.0,0.0,36,25.0,5,4,146.0,12.30000019073486,18.0,2611.0,76.0,54.46479415893555,6.0,6.0,12.0,19.0,15.0,6.0,3.0,3.0,4.0,-0.052844845,6,0.23854543,-0.13500884,13,0.12039668,22.70000076293945,51.40000152587891,76.41915893554688,72180.0,32.54899978637695,9.0649995803833,35.39221572875977,-2238.0,83.63300323486328,8046828.0,40.17063903808594,56.68318176269531,3.146177291870117,111.482795715332,49.91251373291016,2.33284068107605,57.51599884033203,42.48400115966797,3.347745180130005,0.0059153740294278,12.32876682281494,9.444715358648153e-06,0.00032447568159776744
155,702,Singapore,702,Singapore,SGP,QoGStdCSjan23,0,0,55,0,0,0.91500002,0.97619998,0.89039999,0.96469998,0.88990003,4,4,4,8,7,12,8,4,7,2,21,24,22,67,3,20,17,12.0,13.0,67,72.0,13,19,9.0,12.0,51,19.0,7,3.0,16.0,118,91.0,5,7,100.0,23.0,23.0,58599.0,29.0,29.19204521179199,6.0,6.0,12.0,16.0,14.0,6.0,2.0,2.0,2.0,1.5007864,8,0.22715022,-0.20599598,10,0.12549542,100.0,100.0,32.2807502746582,716.0,8.800000190734863,5.0,21.99720764160156,40624.0,154.0006256103516,5703569.0,12.20763778686523,75.59678649902344,12.19557762145996,7965.87841796875,47.72653961181641,1.144283294677734,0.0,100.0,1.144283294677734,32.5787239074707,23.0,5.084535665300096e-06,0.010274093291411044
156,703,Slovakia,703,Slovakia,SVK,QoGStdCSjan23,1,0,27,1,0,0.78170002,0.70240003,0.82859999,0.71759999,0.79879999,12,2,12,14,9,14,15,1,12,1,9,8,9,26,1,32,27,30.0,16.0,42,62.0,11,26,10.0,16.0,78,130.0,21,20.0,15.0,120,192.0,0,1,150.0,20.0,30.0,274603.0,2138.0,100.0,6.0,6.0,10.0,19.0,15.0,4.0,5.0,2.0,4.0,0.66715771,7,0.23223656,0.86281657,11,0.1175765,100.0,100.0,47.28368377685547,48080.0,10.5,9.800000190734863,40.05615615844727,3378.0,135.673583984375,5454147.0,15.78753185272217,67.89617919921875,16.3162899017334,113.4389953613281,51.17163467407227,0.1353280693292618,46.27099990844727,53.72900009155273,0.1409304440021515,12.38185596466064,20.0,0.0003919953019234722,0.05034756122268065
157,704,Viet Nam,704,Vietnam,VNM,QoGStdCSjan23,0,0,44,0,0,0.66670001,0.70240003,0.67790002,0.65289998,0.66939998,1,5,0,4,2,8,1,7,4,3,21,30,33,84,3,15,17,14.0,15.0,68,69.0,14,21,11.0,16.0,22,22.0,1,3.0,14.0,90,91.0,6,7,494.0,26.70000076293945,132.0,1465.0,35.0,43.88251113891602,6.0,5.0,11.0,18.0,15.0,5.0,4.0,1.0,3.0,0.025495587,8,0.21405537,-1.4056199,11,0.12072407,99.40000152587892,100.0,44.78602981567383,313429.0,15.66300010681152,6.705999851226807,46.47684097290039,-4028.0,142.2375030517578,95776720.0,22.85891151428223,69.06743621826172,8.073652267456055,305.5770568847656,50.62637710571289,0.9044911861419678,63.37200164794922,36.62799835205078,2.859150171279907,3.819305181503296,26.72064781188965,3.6543327021430676e-07,1.5295992596113127e-05
158,705,Slovenia,705,Slovenia,SVN,QoGStdCSjan23,1,0,29,1,0,0.85460001,0.85710001,0.92559999,0.85290003,0.78530002,12,1,12,14,11,14,16,1,15,1,9,6,8,23,1,32,30,37.0,40.0,35,38.0,10,29,15.0,39.0,70,54.0,22,22.0,41.0,105,92.0,0,1,90.0,27.79999923706055,25.0,122152.0,2697.0,100.0,6.0,6.0,12.0,0.0,15.0,6.0,3.0,0.0,4.0,0.80742919,8,0.22715022,0.9789986,11,0.12433644,100.0,100.0,53.5553092956543,20136.400390625,9.300000190734863,9.899999618530272,61.57307052612305,7427.0,118.8876266479492,2088385.0,15.18617916107178,65.12312316894531,19.69069480895996,103.7119369506836,49.92330551147461,0.6963040232658386,45.17800140380859,54.82199859619141,1.210111141204834,33.4638786315918,27.77777862548828,0.001291428544066348,0.05849113070626345
159,706,Somalia,706,Somalia,SOM,QoGStdCSjan23,0,1,51,0,0,0.1293,0.35710001,0.0,0.29409999,0.093900003,3,7,0,3,0,0,1,7,0,3,20,25,34,79,3,8,21,5.0,26.0,8,12.0,0,0,3.0,25.0,30,7.0,8,2.0,29.0,38,19.0,3,4,275.0,24.39999961853027,67.0,4714.0,130.0,0.0,6.0,0.0,12.0,0.0,14.0,6.0,2.0,0.0,4.0,-2.3866453,6,0.23851493,-1.8533198,10,0.12405412,49.20000076293945,70.12004089355469,100.2014846801758,627340.0,44.56399917602539,11.04100036621094,9.65465259552002,48055.0,51.47891616821289,15981300.0,47.4423942565918,49.94967651367188,2.607929229736328,25.47470283508301,49.87032318115234,3.633164882659912,54.44599914550781,45.55400085449219,4.921220302581787,0.5694155097007751,24.3636360168457,8.13450720529619e-06,0.00029496974589050953
160,710,South Africa,710,South Africa,ZAF,QoGStdCSjan23,1,0,26,1,0,0.68910003,0.75,0.73710001,0.7471,0.58319998,12,2,12,15,8,10,13,2,9,1,10,8,20,38,2,26,20,68.0,45.0,125,82.0,24,19,32.0,39.0,7,68.0,2,36.0,53.0,132,150.0,5,4,397.0,46.40000152587891,184.0,1057161.0,28469.0,41.8573112487793,7.0,7.0,14.0,19.0,16.0,7.0,2.0,2.0,3.0,-0.26767042,8,0.22715022,0.65367758,14,0.11805354,85.0,88.66270446777344,53.12835693359375,1213090.0,21.27599906921387,8.61400032043457,14.08509635925293,22728.0,166.9433288574219,58087056.0,28.74526977539063,65.30469512939453,5.950038433074951,47.88354873657227,51.43849563598633,1.295073866844177,33.14400100708008,66.85600280761719,2.047265768051147,3.485682010650635,46.34760665893555,0.000490109190591446,0.018199596825840166
161,716,Zimbabwe,716,Zimbabwe,ZWE,QoGStdCSjan23,0,0,55,0,0,0.50190002,0.4524,0.6135,0.52350003,0.36880001,3,5,3,7,3,5,6,5,2,2,25,24,25,74,3,17,29,6.0,14.0,31,28.0,9,29,6.0,21.0,28,14.0,8,0.0,0.0,59,42.0,5,4,270.0,31.89999961853027,86.0,13867.0,363.0,99.74501037597656,6.0,6.0,13.0,17.0,17.0,7.0,4.0,2.0,2.0,-0.9597494,7,0.23301464,-1.1647047,13,0.11815637,46.78147506713867,85.45733642578125,81.20785522460938,386850.0,31.51799964904785,8.043000221252441,45.2130012512207,-59918.0,85.94098663330078,15354608.0,41.46897125244141,55.18524551391602,3.345780849456787,39.69137573242188,52.90019607543945,1.989252805709839,67.79000091552734,32.20999908447266,1.992351531982422,1.73064661026001,31.85185241699219,2.3641111515188146e-05,0.0009031165106917741
162,724,Spain,724,Spain,ESP,QoGStdCSjan23,1,1,43,1,0,0.88010001,0.8452,0.89889997,0.88819999,0.8531,11,1,12,14,10,15,16,1,14,1,8,6,14,28,1,32,23,26.0,14.0,114,115.0,28,25,20.0,17.0,28,69.0,4,6.0,9.0,142,184.0,0,5,350.0,44.0,154.0,1928265.0,50837.0,100.0,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,0.31068581,8,0.22715022,1.0377274,11,0.12199154,100.0,100.0,51.81973648071289,499570.03125,7.599999904632568,8.800000190734863,37.16772079467773,458942.0,117.4481887817383,47134836.0,14.64779090881348,65.86759185791016,19.484619140625,94.3508071899414,50.98182678222656,0.7177156209945679,19.43499946594238,80.56500244140625,1.021035075187683,41.6702880859375,44.0,0.0010785441154393747,0.040909551483323287
163,728,South Sudan,728,South Sudan,SSD,QoGStdCSjan23,0,0,9,0,0,0.087499999,0.023800001,0.1973,0.0,0.065200001,2,7,1,2,0,0,1,7,0,3,18,19,33,70,3,5,15,1.0,5.0,15,10.0,0,0,1.0,10.0,19,9.0,5,0.0,0.0,34,19.0,5,4,383.0,28.5,109.0,3558.0,63.0,84.11492156982422,6.0,6.0,12.0,0.0,14.0,6.0,2.0,0.0,4.0,-2.5119483,4,0.278447,-1.9885489,10,0.14241952,6.707006931304932,13.11798858642578,96.54337310791016,631930.0,29.0580005645752,10.5310001373291,11.32562160491943,2048.0,21.26759147644043,10447666.0,46.37539291381836,50.87934875488281,2.745259046554565,16.5329475402832,50.54263687133789,0.5022033452987671,80.10099792480469,19.89900016784668,1.939679980278015,0.0,28.45952987670898,6.03005494241489e-06,0.0003405545315097171
164,729,Sudan (the),729,Sudan (2012-),SDN,QoGStdCSjan23,0,0,9,0,0,0.3154,0.21430001,0.35589999,0.30590001,0.28439999,3,6,0,5,0,1,4,7,1,3,24,26,36,86,3,9,15,1.0,3.0,31,26.0,3,10,1.0,4.0,28,13.0,6,0.0,0.0,59,39.0,5,4,426.0,30.5,130.0,25500.0,1468.0,11.56537055969238,6.0,6.0,12.0,0.0,14.0,6.0,2.0,0.0,3.0,-1.7017866,6,0.23851493,-1.6602637,12,0.12261695,53.96253967285156,80.8720474243164,80.07460021972656,1868000.0,34.82300186157227,6.585999965667725,9.920615196228027,-29450.0,76.36493682861328,43232092.0,41.23313140869141,55.53253936767578,3.234326362609863,23.14351844787598,50.01943969726563,2.893589973449707,65.06400299072266,34.93600082397461,3.738689661026001,0.3188418447971344,30.51643180847168,3.395625638472457e-05,0.0005898396034131312
165,740,Suriname,740,Suriname,SUR,QoGStdCSjan23,1,2,29,1,0,0.51539999,0.25,0.7098,0.28819999,0.54820001,11,3,11,14,7,10,14,2,8,1,7,8,13,28,1,11,26,6.0,40.0,9,8.0,2,22,4.0,50.0,34,7.0,9,2.0,29.0,43,15.0,1,10,51.0,31.39999961853027,16.0,6210.0,122.0,57.51628875732422,6.0,7.0,12.0,19.0,16.0,6.0,4.0,2.0,3.0,0.10149413,6,0.23854543,0.36436263,6,0.14210115,97.8254165649414,99.06242370605467,51.61222076416016,156000.0,18.40900039672852,7.059999942779541,97.49057769775392,203.0,135.5726470947266,600301.0,27.11092185974121,65.95780181884766,6.931278705596924,3.848083257675171,50.11885833740234,1.103178977966309,33.90499877929688,66.09500122070312,1.156193614006042,15.45158195495605,31.37254905700684,0.000203231378924906,0.010344810353472674
166,748,Eswatini,748,Eswatini (former Swaziland),SWZ,QoGStdCSjan23,0,0,52,0,0,0.49380001,0.4524,0.63919997,0.48820001,0.35389999,3,5,0,5,0,5,1,7,5,3,27,26,30,83,3,12,27,8.0,23.0,4,12.0,2,50,2.0,17.0,41,23.0,10,6.0,26.0,45,35.0,5,4,69.0,7.300000190734863,5.0,9358.0,205.0,24.65301322937012,6.0,6.0,13.0,18.0,16.0,7.0,3.0,1.0,2.0,-0.27455285,4,0.25413197,-1.342564,9,0.1307461,76.86943817138672,90.10369110107422,65.92326354980469,17200.0,25.11800003051758,8.92300033569336,28.85755729675293,-9796.0,100.5460815429688,1169613.0,35.88601684570313,60.26886749267578,3.845118045806885,68.0007553100586,50.42796325683594,0.7884021997451782,76.01899719238281,23.98100090026855,1.550362944602966,3.334436178207397,7.246376991271973,0.00017527164968241633,0.008000937062088058
167,752,Sweden,752,Sweden,SWE,QoGStdCSjan23,1,0,109,1,0,0.93650001,0.82139999,0.94709998,0.89999998,0.96249998,12,1,12,16,12,16,16,1,16,1,4,2,5,11,1,42,31,69.0,55.0,103,96.0,30,29,45.0,47.0,34,30.0,12,24.0,80.0,137,126.0,0,5,349.0,47.29999923706055,165.0,437379.0,8727.0,61.56610870361328,7.0,6.0,13.0,19.0,16.0,6.0,3.0,2.0,3.0,1.0394727,8,0.22715022,1.5609205,11,0.12199154,100.0,100.0,60.54457092285156,407283.59375,11.10000038146973,8.600000381469727,68.69905853271484,81585.0,125.5936126708984,10278887.0,17.742431640625,62.28800201416016,19.96956825256348,25.2376651763916,49.713623046875,1.01372230052948,12.29199981689453,87.70800018310547,1.330044388771057,17.05300331115723,47.27793884277344,0.0008490218834004109,0.042551202284838816
168,756,Switzerland,756,Switzerland,CHE,QoGStdCSjan23,1,0,172,1,0,0.89069998,0.9048,0.89459997,0.8294,0.94819999,12,1,12,15,12,15,15,1,15,1,5,4,4,13,1,38,26,44.0,23.0,130,102.0,34,26,21.0,21.0,18,91.0,4,23.0,25.0,148,193.0,0,5,200.0,41.5,83.0,452296.0,7873.0,44.66232681274414,7.0,5.0,13.0,20.0,16.0,6.0,3.0,1.0,4.0,1.324953,7,0.23223656,1.4969963,8,0.14526321,100.0,100.0,50.59279632568359,39516.03125,10.0,7.900000095367432,32.02928161621094,43546.0,126.9492874145508,8575280.0,15.03881645202637,66.40424346923828,18.55694198608398,217.0076293945313,50.40322494506836,0.713313639163971,26.15099906921387,73.8489990234375,0.7837657928466797,36.97889709472656,41.5,0.0009181041318767433,0.05274416695431519
169,760,Syrian Arab Republic (the),760,Syria,SYR,QoGStdCSjan23,0,0,76,0,0,0.4763,0.51190001,0.50730002,0.54119998,0.3804,0,7,0,3,0,0,0,7,0,3,23,29,38,90,3,7,25,2.0,17.0,13,8.0,1,8,1.0,12.0,15,4.0,6,1.0,25.0,28,12.0,6,3,250.0,13.19999980926514,33.0,11434.0,711.0,4.062653541564941,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,-2.7298808,5,0.24445687,-1.9937625,6,0.13525383,89.26921081542969,100.0,68.60755157470703,183630.0,18.88299942016602,5.032999992370605,2.843108415603638,500572.0,88.2364273071289,20098252.0,36.19646072387695,59.309326171875,4.494211673736572,109.4497146606445,49.87657928466797,3.879536867141724,45.17900085449219,54.82099914550781,5.08891487121582,14.14602184295654,13.19999980926514,3.537621082669279e-05,0.000568905196332497
170,762,Tajikistan,762,Tajikistan,TJK,QoGStdCSjan23,0,0,29,0,0,0.46489999,0.3452,0.7274,0.31760001,0.34959999,2,6,0,2,0,4,0,7,1,3,26,28,33,87,3,5,9,0.0,0.0,19,29.0,1,5,0.0,0.0,34,10.0,4,0.0,0.0,53,39.0,0,1,63.0,19.10000038146973,12.0,13665.0,90.0,63.99556350708008,7.0,7.0,11.0,0.0,16.0,4.0,5.0,0.0,2.0,-0.52087468,5,0.24747567,-1.7967952,10,0.13005826,99.63320922851564,99.10849761962892,65.84660339355469,138790.0,28.26700019836426,4.842999935150146,3.046329021453857,-7192.0,117.7572708129883,9337003.0,36.52644348144531,60.29668045043945,3.176875829696655,67.27432250976562,49.69587326049805,2.262424945831299,72.69100189208984,27.30900001525879,2.905309200286865,5.376457691192627,19.0476188659668,9.639067268158744e-06,0.0014635317135487692
171,764,Thailand,764,Thailand,THA,QoGStdCSjan23,0,4,6,0,0,0.75650001,0.77380002,0.77509999,0.79409999,0.70039999,5,4,1,6,2,10,3,6,5,2,17,27,33,77,3,20,19,19.0,25.0,74,62.0,16,22,15.0,24.0,33,15.0,4,4.0,27.0,107,77.0,0,7,500.0,16.20000076293945,81.0,6884.0,61.0,76.74407196044922,6.0,6.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,-0.48368341,8,0.22715022,-0.84676802,11,0.12433644,99.90000152587892,99.90000152587892,41.9130973815918,510890.0,9.376999855041504,7.139999866485596,38.9692497253418,3758.0,181.7670288085938,71307760.0,16.32599067687988,70.46566009521484,13.20834827423096,139.5755767822266,51.30489730834961,0.252691239118576,49.30799865722656,50.69200134277344,1.729252338409424,7.593843460083008,16.20000076293945,8.554468686157019e-07,9.65392826811556e-05
172,768,Togo,768,Togo,TGO,QoGStdCSjan23,0,0,60,0,0,0.43020001,0.51190001,0.53729999,0.5,0.25319999,6,4,5,9,5,7,6,5,6,2,20,18,19,57,2,9,24,0.0,0.0,8,10.0,1,12,0.0,0.0,30,10.0,8,0.0,0.0,38,20.0,6,4,91.0,16.5,15.0,3633.0,68.0,98.47153472900392,6.0,6.0,12.0,19.0,16.0,6.0,4.0,2.0,3.0,-0.91956431,6,0.23851493,-0.72920114,12,0.12362479,52.36310958862305,91.72031402587892,77.73658752441406,54390.0,32.75600051879883,8.46500015258789,22.2877368927002,-1997.0,75.6898193359375,8243094.0,40.71620178222656,56.26303482055664,3.020764827728271,151.5553283691406,49.751708984375,2.411629915237427,57.75199890136719,42.24800109863281,3.712414741516113,0.528988242149353,16.48351669311523,8.249329681306559e-06,0.00044073256959098125
174,780,Trinidad and Tobago,780,Trinidad and Tobago,TTO,QoGStdCSjan23,1,0,58,1,0,0.6785,0.61900002,0.74339998,0.61180001,0.6803,11,2,11,16,9,13,13,2,9,1,7,7,11,25,1,11,22,4.0,10.0,26,12.0,8,31,2.0,17.0,24,30.0,3,2.0,7.0,50,42.0,5,10,42.0,31.0,13.0,7150.0,127.0,99.43560791015624,5.0,5.0,12.0,17.0,15.0,7.0,3.0,2.0,2.0,0.10083366,6,0.23854543,0.59835482,8,0.12768643,100.0,100.0,42.38867950439453,5130.0,12.35900020599365,7.701000213623047,44.5633544921875,-19248.0,142.3545379638672,1519955.0,19.64192962646484,70.23030090332031,10.12776660919189,296.2875366210938,50.5316276550293,1.008120536804199,46.8129997253418,53.1870002746582,1.013757824897766,22.59178733825684,30.9523811340332,8.355510524982647e-05,0.004704086634143774
175,784,United Arab Emirates (the),784,United Arab Emirates,ARE,QoGStdCSjan23,0,0,49,0,0,0.85549998,0.94050002,0.73199999,0.89999998,0.93440002,2,6,1,3,2,4,2,7,3,3,23,25,30,78,3,6,7,5.0,4.0,80,91.0,6,8,3.0,3.0,9,37.0,0,2.0,5.0,89,128.0,5,3,40.0,50.0,20.0,207822.0,669.0,90.37767028808594,6.0,6.0,11.0,18.0,15.0,5.0,4.0,1.0,3.0,0.68560851,8,0.22715022,-1.1400981,8,0.13226137,100.0,100.0,19.3078441619873,71020.0,9.75,1.470999956130981,4.467755794525146,-4466.0,212.804443359375,9211657.0,14.71220111846924,83.81678009033203,1.471022009849548,129.7051086425781,30.04718971252441,0.7790871858596802,13.21100044250488,86.78900146484375,1.087204456329346,25.64795875549316,50.0,7.262537022383704e-05,0.022560761869444335
176,788,Tunisia,788,Tunisia,TUN,QoGStdCSjan23,1,0,5,1,0,0.65259999,0.69050002,0.69739997,0.62349999,0.63690001,7,3,12,12,6,10,14,2,9,1,18,18,18,54,2,11,18,7.0,9.0,46,58.0,9,20,6.0,10.0,16,19.0,2,1.0,5.0,62,77.0,6,3,217.0,22.60000038146973,49.0,139140.0,4676.0,31.99764633178711,6.0,6.0,12.0,19.0,15.0,6.0,3.0,2.0,4.0,-0.86992306,7,0.23301464,0.26243281,14,0.11776678,100.0,100.0,49.8668098449707,155360.0,17.21500015258789,6.144999980926514,4.513388156890869,-19609.0,122.5882873535156,12049314.0,24.93788528442383,66.72591400146484,8.336196899414062,77.557373046875,50.51399612426758,0.9696621894836426,30.74600028991699,69.25399780273438,1.416846513748169,12.06859588623047,22.58064460754395,0.0003880718852542145,0.01154754536233349
